sample	read_id	representative_id	deacon_hits	read_length
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643287396/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643287396/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643287396/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643290518/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643290518/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643290518/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.12074163/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643357600/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643357600/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643357600/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643357600/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643387400/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.115522743/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643387400/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643387400/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643410395/1	CHI-C_20250818__SRR35987597|SRR35987597.125473670/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643410395/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643410395/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643553600/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643566096/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.116883023/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643572376/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643572376/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643582713/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643582713/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643582713/2	CHI-C_20250818__SRR35987597|SRR35987597.220188985/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643592119/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643592119/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643592119/2	CHI-C_20250818__SRR35987597|SRR35987597.120513431/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643597393/2	CHI-C_20250818__SRR35987597|SRR35987597.132562934/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643629831/2	CHI-C_20250818__SRR35987597|SRR35987597.548482580/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643643246/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643643246/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643675317/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643675317/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643675317/2	CHI-C_20250818__SRR35987597|SRR35987597.132772190/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643678592/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643678592/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643678592/2	CHI-C_20250818__SRR35987597|SRR35987597.10759269/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643697232/1	CHI-C_20250818__SRR35987597|SRR35987597.220354845/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643697232/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643701250/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643701250/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643701250/2	CHI-C_20250818__SRR35987597|SRR35987597.280912367/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643703570/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643678592/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643703570/2	CHI-C_20250818__SRR35987597|SRR35987597.104043582/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.643714725/2	CHI-C_20250818__SRR35987597|SRR35987597.116134649/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644258989/1	MO_STL_Lemay_20250605__SRR38294075|SRR38294075.101023854/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644258989/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644258989/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644264041/1	CHI-C_20250818__SRR35987597|SRR35987597.101011311/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644264041/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644264041/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644274153/2	CHI-C_20250818__SRR35987597|SRR35987597.124501400/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644275821/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.130251626/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644275821/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.266475215/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644661434/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.120759943/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644661434/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644661434/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.64467122/2	CHI-C_20250818__SRR35987597|SRR35987597.321762659/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644693555/1	CHI-C_20250818__SRR35987597|SRR35987597.10454558/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644701112/2	CHI-C_20250818__SRR35987597|SRR35987597.10132885/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.64479720/2	CHI-C_20250818__SRR35987597|SRR35987597.10132885/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.644833527/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.107062472/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.64488444/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.582530310/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645247157/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645317846/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645438623/1	CHI-C_20250818__SRR35987597|SRR35987597.107581710/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645438623/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.342991579/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645724525/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645791333/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645791333/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645791333/2	CHI-C_20250818__SRR35987597|SRR35987597.124501400/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645795693/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645795693/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645795693/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.127007621/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645796157/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645796228/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645840467/2	CHI-C_20250818__SRR35987597|SRR35987597.10132885/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645847417/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645847417/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645847417/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645853135/2	CHI-C_20250818__SRR35987597|SRR35987597.10132885/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645882101/2	CHI-C_20250818__SRR35987597|SRR35987597.147745607/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645920018/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.645920018/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646427606/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646427606/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646427606/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646427606/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646468553/2	CHI-C_20250818__SRR35987597|SRR35987597.118834118/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646716538/1	CHI-C_20250818__SRR35987597|SRR35987597.126602148/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646716538/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646716538/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646738273/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646738273/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646738273/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.10798695/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646775619/2	CHI-C_20250818__SRR35987597|SRR35987597.10132885/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646829269/1	CHI-C_20250818__SRR35987597|SRR35987597.151732890/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.646829269/2	CHI-C_20250818__SRR35987597|SRR35987597.468301934/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.647015086/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.30426713/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.647015086/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.647015086/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.647275337/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.117414406/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.647403288/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.647403288/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.647403288/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.127569902/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.647549172/2	CHI-B_20250601__SRR35987657|SRR35987657.146202015/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.647727425/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.647727425/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.647727425/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.647727425/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.64774607/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.64774607/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.64774607/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.112578411/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.648137360/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.648137360/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.648137536/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.648137536/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.648482691/1	CHI-C_20250818__SRR35987597|SRR35987597.111728476/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.648482691/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.150194035/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.648706041/1	CHI-B_20250601__SRR35987657|SRR35987657.146202015/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649047170/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649047170/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649047170/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.200977901/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649120586/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649120586/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649120586/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649120586/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.64956060/2	CHI-B_20250601__SRR35987657|SRR35987657.146202015/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649591047/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649591047/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649591047/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649591047/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649686016/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649686016/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649686016/2	CHI-B_20250622__SRR35987549|SRR35987549.1216936894/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649723416/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649723416/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649984038/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649984038/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649984038/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.649984038/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650039745/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650039745/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650039745/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.281040845/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650044332/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650085340/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650116847/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650116847/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650116932/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650116932/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650122517/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650122517/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650122517/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.154810964/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650265558/2	CHI-C_20250818__SRR35987597|SRR35987597.115880324/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650265632/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650265632/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650417384/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650417384/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650430745/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650430745/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650430745/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650430745/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650664964/2	CHI-C_20250818__SRR35987597|SRR35987597.692449454/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650713077/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650713077/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650752678/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650752678/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650752678/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650752678/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650782808/2	CHI-C_20250818__SRR35987597|SRR35987597.116134649/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650812782/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650812782/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.650812860/2	CHI-C_20250818__SRR35987597|SRR35987597.101715260/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651088330/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651088330/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651247332/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651247332/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651387728/1	CHI-C_20250818__SRR35987597|SRR35987597.335423324/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651387728/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651387728/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651416681/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651416681/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651433558/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651433558/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651517509/2	CHI-B_20250622__SRR35987549|SRR35987549.1216936894/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651523027/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651523027/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651524308/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651524308/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651524308/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.106989003/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651537726/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651537726/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651537726/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651551045/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651551045/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651551045/2	CHI-C_20250818__SRR35987597|SRR35987597.116134649/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651551170/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651551170/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651551170/2	CHI-C_20250818__SRR35987597|SRR35987597.302406277/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651571966/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651574761/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651574761/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651574761/2	CHI-B_20250622__SRR35987549|SRR35987549.1074502721/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651576473/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651576473/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651576473/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.142901226/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651589772/1	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651589772/1	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651589772/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.119058210/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651830731/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651830731/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651877344/1	CHI-B_20250601__SRR35987657|SRR35987657.146202015/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651877344/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651877344/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651912536/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651912536/2	1	151
NYC-Hospital-B_20250624__SRR37006677	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651975546/2	NYC-Hospital-B_20250624__SRR37006677|SRR37006677.651975546/2	1	151
